Year,Country,Gold,Silver,Bronze,Total,Rank,NumMedals,Country Code,Pop,locCity
1988,Bosnia and Herzegovina,0,0,0,0,0,444,BIH,4564265,Seoul
1988,Botswana,0,0,0,0,0,444,BWA,1303192,Seoul
1988,Brazil,1,2,3,6,23,444,BRA,144452622,Seoul
1988,Brunei Darussalam,0,0,0,0,0,444,BRN,242758,Seoul
1988,Bulgaria,10,12,13,35,5,444,BGR,8981446,Seoul
1988,Burkina Faso,0,0,0,0,0,444,BFA,8356306,Seoul
1988,Burundi,0,0,0,0,0,444,BDI,5280833,Seoul
1988,Cambodia,0,0,0,0,0,444,KHM,8510817,Seoul
1988,Cameroon,0,0,0,0,0,444,CMR,11370394,Seoul
1988,Canada,3,2,5,10,19,444,CAN,26895000,Seoul
1988,Cape Verde,0,0,0,0,0,444,CPV,342157,Seoul
1988,Cayman Islands,0,0,0,0,0,444,CYM,22539,Seoul
1988,Central African Republic,0,0,0,0,0,444,CAF,2795175,Seoul
1988,Chad,0,0,0,0,0,444,TCD,5582282,Seoul
1988,Channel Islands,0,0,0,0,0,444,CHI,138186,Seoul
1988,Chile,0,1,0,1,38,444,CHL,12757095,Seoul
1988,China,5,11,12,28,7,444,CHN,1101630000,Seoul
1988,Colombia,0,0,1,1,47,444,COL,32009024,Seoul
1988,Comoros,0,0,0,0,0,444,COM,392705,Seoul
1988,"Congo, Dem. Rep.",0,0,0,0,0,444,ZAR,32679158,Seoul
1988,"Congo, Rep.",0,0,0,0,0,444,COG,2258785,Seoul
1988,Costa Rica,0,1,0,1,40,444,CRI,2924348,Seoul
1988,Cote d'Ivoire,0,0,0,0,0,444,CIV,11316361,Seoul
1988,Croatia,0,0,0,0,0,444,HRV,4757000,Seoul
1988,Cuba,0,0,0,0,0,444,CUB,10396268,Seoul
1988,Curacao,0,0,0,0,0,444,CUW,0,Seoul
1988,Cyprus,0,0,0,0,0,444,CYP,736477,Seoul
1988,Czech Republic,0,0,0,0,0,444,CZE,10355276,Seoul
1988,Denmark,2,1,1,4,25,444,DNK,5129516,Seoul
1988,Djibouti,0,0,1,1,51,444,DJI,524393,Seoul
1988,Dominica,0,0,0,0,0,444,DMA,71743,Seoul
1988,Dominican Republic,0,0,0,0,0,444,DOM,6953918,Seoul
1988,Ecuador,0,0,0,0,0,444,ECU,9650906,Seoul
1988,"Egypt, Arab Rep.",0,0,0,0,0,444,EGY,54011214,Seoul
1988,El Salvador,0,0,0,0,0,444,SLV,5199613,Seoul
1988,Equatorial Guinea,0,0,0,0,0,444,GNQ,351776,Seoul
1988,Eritrea,0,0,0,0,0,444,ERI,3126100,Seoul
1988,Estonia,0,0,0,0,0,444,EST,1561900,Seoul
1988,Ethiopia,0,0,0,0,0,444,ETH,44916621,Seoul
1988,Faeroe Islands,0,0,0,0,0,444,FRO,47789,Seoul
1988,Fiji,0,0,0,0,0,444,FJI,722707,Seoul
1988,Finland,1,1,2,4,27,444,FIN,4946481,Seoul
1988,France,6,4,6,16,11,444,FRA,57803824,Seoul
1988,French Polynesia,0,0,0,0,0,444,PYF,189742,Seoul
1988,Gabon,0,0,0,0,0,444,GAB,896429,Seoul
1988,"Gambia, The",0,0,0,0,0,444,GMB,843060,Seoul
1988,Georgia,0,0,0,0,0,444,GEO,4790700,Seoul
1988,Germany,0,0,0,0,0,444,DEU,78144619,Seoul
1988,Ghana,0,0,0,0,0,444,GHA,13853171,Seoul
1988,Greece,0,0,1,1,52,444,GRC,10036983,Seoul
1988,Greenland,0,0,0,0,0,444,GRL,54800,Seoul
1988,Grenada,0,0,0,0,0,444,GRD,98063,Seoul
1988,Guam,0,0,0,0,0,444,GUM,124677,Seoul
1988,Guatemala,0,0,0,0,0,444,GTM,8491594,Seoul
1988,Guinea,0,0,0,0,0,444,GIN,5535918,Seoul
1988,Guinea-Bissau,0,0,0,0,0,444,GNB,973017,Seoul
1988,Guyana,0,0,0,0,0,444,GUY,733057,Seoul
1988,Haiti,0,0,0,0,0,444,HTI,6821300,Seoul
1988,Honduras,0,0,0,0,0,444,HND,4631575,Seoul
1988,"Hong Kong SAR, China",0,0,0,0,0,444,HKG,5627600,Seoul
1988,Hungary,11,6,6,23,10,444,HUN,10596487,Seoul
1988,Iceland,0,0,0,0,0,444,ISL,249740,Seoul
1988,India,0,0,0,0,0,444,IND,833833510,Seoul
1988,Indonesia,0,1,0,1,44,444,IDN,172265107,Seoul
1988,"Iran, Islamic Rep.",0,1,0,1,39,444,IRN,53250434,Seoul
1988,Iraq,0,0,0,0,0,444,IRQ,16672907,Seoul
1988,Ireland,0,0,0,0,0,444,IRL,3524949,Seoul
1988,Isle of Man,0,0,0,0,0,444,IMY,67902,Seoul
1988,Israel,0,0,0,0,0,444,ISR,4442000,Seoul
1988,Italy,6,4,4,14,13,444,ITA,56629288,Seoul
1988,Jamaica,0,2,0,2,31,444,JAM,2356400,Seoul
1988,Japan,4,3,7,14,14,444,JPN,122613000,Seoul
1988,Jordan,0,0,0,0,0,444,JOR,2948000,Seoul
1988,Kazakhstan,0,0,0,0,0,444,KAZ,16130832,Seoul
1988,Kenya,5,2,2,9,20,444,KEN,21896890,Seoul
1988,Kiribati,0,0,0,0,0,444,KIR,67729,Seoul
1988,"Korea, Dem. Rep.",0,0,0,0,0,444,PRK,19610518,Seoul
1988,"Korea, Rep.",12,10,11,33,6,444,KOR,41975000,Seoul
1988,Kosovo,0,0,0,0,0,444,KSV,1791000,Seoul
1988,Kuwait,0,0,0,0,0,444,KWT,2007415,Seoul
1988,Kyrgyz Republic,0,0,0,0,0,444,KGZ,4218400,Seoul
1988,Lao PDR,0,0,0,0,0,444,LAO,4004881,Seoul
1988,Latvia,0,0,0,0,0,444,LVA,2653434,Seoul
1988,Lebanon,0,0,0,0,0,444,LBN,2668593,Seoul
1988,Lesotho,0,0,0,0,0,444,LSO,1544580,Seoul
1988,Liberia,0,0,0,0,0,444,LBR,2170426,Seoul
1988,Libya,0,0,0,0,0,444,LBY,4062672,Seoul
1988,Liechtenstein,0,0,0,0,0,444,LIE,28089,Seoul
1988,Lithuania,0,0,0,0,0,444,LTU,3655049,Seoul
1988,Luxembourg,0,0,0,0,0,444,LUX,373450,Seoul
1988,"Macao SAR, China",0,0,0,0,0,444,MAC,335952,Seoul
1988,"Macedonia, FYR",3,4,5,12,17,444,MKD,1995338,Seoul
1988,Madagascar,0,0,0,0,0,444,MDG,10877757,Seoul
1988,Malawi,0,0,0,0,0,444,MWI,8655185,Seoul
1988,Malaysia,0,0,0,0,0,444,MYS,17202032,Seoul
1988,Maldives,0,0,0,0,0,444,MDV,203072,Seoul
1988,Mali,0,0,0,0,0,444,MLI,7713098,Seoul
1988,Malta,0,0,0,0,0,444,MLT,347325,Seoul
1988,Marshall Islands,0,0,0,0,0,444,MHL,44063,Seoul
1988,Mauritania,0,0,0,0,0,444,MRT,1916611,Seoul
1988,Mauritius,0,0,0,0,0,444,MUS,1040841,Seoul
1988,Mexico,0,0,2,2,34,444,MEX,82635332,Seoul
1988,"Micronesia, Fed. Sts.",0,0,0,0,0,444,FSM,92020,Seoul
1988,Moldova,0,0,0,0,0,444,MDA,3659000,Seoul
1988,Monaco,0,0,0,0,0,444,MCO,29238,Seoul
1988,Mongolia,0,0,1,1,49,444,MNG,2089721,Seoul
1988,Montenegro,0,0,0,0,0,444,MNE,607814,Seoul
1988,Morocco,1,0,2,3,29,444,MAR,23739980,Seoul
1988,Mozambique,0,0,0,0,0,444,MOZ,13348965,Seoul
1988,Myanmar,0,0,0,0,0,444,MMR,40753329,Seoul
1988,Namibia,0,0,0,0,0,444,NAM,1303879,Seoul
1988,Nepal,0,0,0,0,0,444,NPL,17273606,Seoul
1988,Netherlands,2,2,5,9,21,444,NLD,14760094,Seoul
1988,New Caledonia,0,0,0,0,0,444,NCL,159710,Seoul
1988,New Zealand,3,2,8,13,16,444,NZL,3283400,Seoul
1988,Nicaragua,0,0,0,0,0,444,NIC,3959636,Seoul
1988,Niger,0,0,0,0,0,444,NER,7300220,Seoul
1988,Nigeria,0,0,0,0,0,444,NGA,90773617,Seoul
1988,Northern Mariana Islands,0,0,0,0,0,444,MNP,38570,Seoul
1988,Norway,2,3,0,5,24,444,NOR,4209488,Seoul
1988,Oman,0,0,0,0,0,444,OMN,1681070,Seoul
1988,Pakistan,0,0,1,1,50,444,PAK,104583470,Seoul
1988,Palau,0,0,0,0,0,444,PLW,14485,Seoul
1988,Panama,0,0,0,0,0,444,PAN,2383722,Seoul
1988,Papua New Guinea,0,0,0,0,0,444,PNG,3960314,Seoul
1988,Paraguay,0,0,0,0,0,444,PRY,4029203,Seoul
1988,Peru,0,1,0,1,43,444,PER,20875714,Seoul
1988,Philippines,0,0,1,1,46,444,PHL,58867229,Seoul
1988,Poland,2,5,9,16,12,444,POL,37824487,Seoul
1988,Portugal,1,0,0,1,37,444,PRT,10019610,Seoul
1988,Puerto Rico,0,0,0,0,0,444,PRI,3473898,Seoul
1988,Qatar,0,0,0,0,0,444,QAT,445197,Seoul
1988,Romania,7,11,6,24,8,444,ROM,23057662,Seoul
1988,Russia,0,0,0,0,0,444,RUS,146857000,Seoul
1988,Rwanda,0,0,0,0,0,444,RWA,7045785,Seoul
1988,Samoa,0,0,0,0,0,444,WSM,161424,Seoul
1988,San Marino,0,0,0,0,0,444,SMR,23571,Seoul
1988,Sao Tome and Principe,0,0,0,0,0,444,STP,111894,Seoul
1988,Saudi Arabia,0,0,0,0,0,444,SAU,15107785,Seoul
1988,Senegal,0,1,0,1,45,444,SEN,7062329,Seoul
1988,Serbia,0,0,0,0,0,444,SRB,0,Seoul
1988,Seychelles,0,0,0,0,0,444,SYC,68848,Seoul
1988,Sierra Leone,0,0,0,0,0,444,SLE,3908478,Seoul
1988,Singapore,0,0,0,0,0,444,SGP,2846000,Seoul
1988,Sint Maarten (Dutch part),0,0,0,0,0,444,SXM,0,Seoul
1988,Slovak Republic,0,0,0,0,0,444,SVK,5250596,Seoul
1988,Slovenia,0,0,0,0,0,444,SVN,1995196,Seoul
1988,Solomon Islands,0,0,0,0,0,444,SLB,294962,Seoul
1988,Somalia,0,0,0,0,0,444,SOM,6217331,Seoul
1988,South Africa,0,0,0,0,0,444,ZAF,33728498,Seoul
1988,South Sudan,0,0,0,0,0,444,SSD,5738763,Seoul
1988,Spain,1,1,2,4,26,444,ESP,38715849,Seoul
1988,Sri Lanka,0,0,0,0,0,444,LKA,16599000,Seoul
1988,St. Kitts and Nevis,0,0,0,0,0,444,KNA,41045,Seoul
1988,St. Lucia,0,0,0,0,0,444,LCA,133532,Seoul
1988,St. Martin (French part),0,0,0,0,0,444,MAF,24873,Seoul
1988,St. Vincent and the Grenadines,0,0,0,0,0,444,VCT,106533,Seoul
1988,Sudan,0,0,0,0,0,444,SDN,18682216,Seoul
1988,Suriname,1,0,0,1,35,444,SUR,393483,Seoul
1988,Swaziland,0,0,0,0,0,444,SWZ,801350,Seoul
1988,Sweden,0,4,7,11,18,444,SWE,8436489,Seoul
1988,Switzerland,0,2,2,4,28,444,CHE,6593386,Seoul
1988,Syrian Arab Republic,0,0,0,0,0,444,SYR,11729760,Seoul
1988,Tajikistan,0,0,0,0,0,444,TJK,5008827,Seoul
1988,Tanzania,0,0,0,0,0,444,TZA,23933171,Seoul
1988,Thailand,0,0,1,1,48,444,THA,54956736,Seoul
1988,Timor-Leste,0,0,0,0,0,444,TMP,711794,Seoul
1988,Togo,0,0,0,0,0,444,TGO,3579803,Seoul
1988,Tonga,0,0,0,0,0,444,TON,94687,Seoul
1988,Trinidad and Tobago,0,0,0,0,0,444,TTO,1204890,Seoul
1988,Tunisia,0,0,0,0,0,444,TUN,7857619,Seoul
1988,Turkey,1,1,0,2,30,444,TUR,52125597,Seoul
1988,Turkmenistan,0,0,0,0,0,444,TKM,3479088,Seoul
1988,Turks and Caicos Islands,0,0,0,0,0,444,TCA,10588,Seoul
1988,Tuvalu,0,0,0,0,0,444,TUV,8889,Seoul
1988,Uganda,0,0,0,0,0,444,UGA,16320417,Seoul
1988,Ukraine,0,0,0,0,0,444,UKR,51521000,Seoul
1988,United Arab Emirates,0,0,0,0,0,444,ARE,1609170,Seoul
1988,England,5,10,9,24,9,444,GBR,56928327,Seoul
1988,United States,36,31,27,94,3,444,USA,244499000,Seoul
1988,Uruguay,0,0,0,0,0,444,URY,3069112,Seoul
1988,Uzbekistan,0,0,0,0,0,444,UZB,19606739,Seoul
1988,Vanuatu,0,0,0,0,0,444,VUT,139369,Seoul
1988,"Venezuela, RB",0,0,0,0,0,444,VEN,18766017,Seoul
1988,Vietnam,0,0,0,0,0,444,VNM,63263000,Seoul
1988,Virgin Islands (U.S.),0,1,0,1,41,444,VIR,104500,Seoul
1988,West Bank and Gaza,0,0,0,0,0,444,WBG,0,Seoul
1988,"Yemen, Rep.",0,0,0,0,0,444,YEM,10815614,Seoul
1988,Zambia,0,0,0,0,0,444,ZMB,7446478,Seoul
1988,Zimbabwe,0,0,0,0,0,444,ZWE,9854098,Seoul
1992,Afghanistan,0,0,0,0,0,692,AFG,13811876,Barcelona
1992,Albania,0,0,0,0,0,692,ALB,3446858,Barcelona
1992,Algeria,1,0,1,2,42,692,DZA,27535151,Barcelona
1992,American Samoa,0,0,0,0,0,692,ASM,49597,Barcelona
1992,Andorra,0,0,0,0,0,692,ADO,58904,Barcelona
1992,Angola,0,0,0,0,0,692,AGO,11002758,Barcelona
1992,Antigua and Barbuda,0,0,0,0,0,692,ATG,63434,Barcelona
1992,Argentina,0,0,1,1,61,692,ARG,33520803,Barcelona
1992,Armenia,0,0,0,0,0,692,ARM,3449497,Barcelona
1992,Aruba,0,0,0,0,0,692,ABW,68235,Barcelona
1992,Australia,7,9,11,27,9,692,AUS,17495000,Barcelona
1992,Austria,0,2,0,2,46,692,AUT,7840709,Barcelona
1992,Azerbaijan,0,0,0,0,0,692,AZE,7382000,Barcelona
1992,"Bahamas, The",0,0,1,1,63,692,BHS,266097,Barcelona
1992,Bahrain,0,0,0,0,0,692,BHR,522751,Barcelona
1992,Bangladesh,0,0,0,0,0,692,BGD,112430968,Barcelona
1992,Barbados,0,0,0,0,0,692,BRB,260963,Barcelona
1992,Belarus,0,0,0,0,0,692,BLR,10216000,Barcelona
1992,Belgium,0,1,2,3,36,692,BEL,10045158,Barcelona
1992,Belize,0,0,0,0,0,692,BLZ,194894,Barcelona
1992,Benin,0,0,0,0,0,692,BEN,5378226,Barcelona
1992,Bermuda,0,0,0,0,0,692,BMU,58595,Barcelona
1992,Bhutan,0,0,0,0,0,692,BTN,528304,Barcelona
1992,Bolivia,0,0,0,0,0,692,BOL,7123294,Barcelona
1992,Bosnia and Herzegovina,0,0,0,0,0,692,BIH,4143068,Barcelona
1992,Botswana,0,0,0,0,0,692,BWA,1465072,Barcelona
1992,Brazil,2,1,0,3,31,692,BRA,154597985,Barcelona
1992,Brunei Darussalam,0,0,0,0,0,692,BRN,271935,Barcelona
1992,Bulgaria,3,7,6,16,17,692,BGR,8540164,Barcelona
1992,Burkina Faso,0,0,0,0,0,692,BFA,9297116,Barcelona
1992,Burundi,0,0,0,0,0,692,BDI,5882679,Barcelona
1992,Cambodia,0,0,0,0,0,692,KHM,9721775,Barcelona
1992,Cameroon,0,0,0,0,0,692,CMR,12796831,Barcelona
1992,Canada,7,4,7,18,15,692,CAN,28519597,Barcelona
1992,Cape Verde,0,0,0,0,0,692,CPV,368873,Barcelona
1992,Cayman Islands,0,0,0,0,0,692,CYM,27402,Barcelona
1992,Central African Republic,0,0,0,0,0,692,CAF,3050789,Barcelona
1992,Chad,0,0,0,0,0,692,TCD,6338934,Barcelona
1992,Channel Islands,0,0,0,0,0,692,CHI,142258,Barcelona
1992,Chile,0,0,0,0,0,692,CHL,13706485,Barcelona
1992,China,16,22,16,54,4,692,CHN,1164970000,Barcelona
1992,Colombia,0,0,1,1,64,692,COL,34608171,Barcelona
1992,Comoros,0,0,0,0,0,692,COM,433286,Barcelona
1992,"Congo, Dem. Rep.",0,0,0,0,0,692,ZAR,37731020,Barcelona
1992,"Congo, Rep.",0,0,0,0,0,692,COG,2511819,Barcelona
1992,Costa Rica,0,0,0,0,0,692,CRI,3233568,Barcelona
1992,Cote d'Ivoire,0,0,0,0,0,692,CIV,12950995,Barcelona
1992,Croatia,0,1,2,3,37,692,HRV,4470000,Barcelona
1992,Cuba,14,6,11,31,5,692,CUB,10757891,Barcelona
1992,Curacao,0,0,0,0,0,692,CUW,0,Barcelona
1992,Cyprus,0,0,0,0,0,692,CYP,800660,Barcelona
1992,Czech Republic,0,0,0,0,0,692,CZE,10319123,Barcelona
1992,Denmark,1,1,4,6,26,692,DNK,5171370,Barcelona
1992,Djibouti,0,0,0,0,0,692,DJI,629373,Barcelona
1992,Dominica,0,0,0,0,0,692,DMA,70978,Barcelona
1992,Dominican Republic,0,0,0,0,0,692,DOM,7540421,Barcelona
1992,Ecuador,0,0,0,0,0,692,ECU,10598168,Barcelona
1992,"Egypt, Arab Rep.",0,0,0,0,0,692,EGY,58370712,Barcelona
1992,El Salvador,0,0,0,0,0,692,SLV,5511138,Barcelona
1992,Equatorial Guinea,0,0,0,0,0,692,GNQ,399625,Barcelona
1992,Eritrea,0,0,0,0,0,692,ERI,3331918,Barcelona
1992,Estonia,1,0,1,2,41,692,EST,1533091,Barcelona
1992,Ethiopia,1,0,2,3,33,692,ETH,51525658,Barcelona
1992,Faeroe Islands,0,0,0,0,0,692,FRO,46580,Barcelona
1992,Fiji,0,0,0,0,0,692,FJI,744340,Barcelona
1992,Finland,1,2,2,5,28,692,FIN,5041992,Barcelona
1992,France,8,5,16,29,8,692,FRA,58849212,Barcelona
1992,French Polynesia,0,0,0,0,0,692,PYF,205269,Barcelona
1992,Gabon,0,0,0,0,0,692,GAB,998823,Barcelona
1992,"Gambia, The",0,0,0,0,0,692,GMB,979666,Barcelona
1992,Georgia,0,0,0,0,0,692,GEO,4873500,Barcelona
1992,Germany,33,21,28,82,3,692,DEU,80624598,Barcelona
1992,Ghana,0,0,1,1,58,692,GHA,15471695,Barcelona
1992,Greece,2,0,0,2,39,692,GRC,10369866,Barcelona
1992,Greenland,0,0,0,0,0,692,GRL,55300,Barcelona
1992,Grenada,0,0,0,0,0,692,GRD,97201,Barcelona
1992,Guam,0,0,0,0,0,692,GUM,136696,Barcelona
1992,Guatemala,0,0,0,0,0,692,GTM,9312915,Barcelona
1992,Guinea,0,0,0,0,0,692,GIN,6734242,Barcelona
1992,Guinea-Bissau,0,0,0,0,0,692,GNB,1064691,Barcelona
1992,Guyana,0,0,0,0,0,692,GUY,723008,Barcelona
1992,Haiti,0,0,0,0,0,692,HTI,7399862,Barcelona
1992,Honduras,0,0,0,0,0,692,HND,5180884,Barcelona
1992,"Hong Kong SAR, China",0,0,0,0,0,692,HKG,5800500,Barcelona
1992,Hungary,11,12,7,30,6,692,HUN,10369341,Barcelona
1992,Iceland,0,0,0,0,0,692,ISL,261057,Barcelona
1992,India,0,0,0,0,0,692,IND,903749636,Barcelona
1992,Indonesia,2,2,1,5,27,692,IDN,184916848,Barcelona
1992,"Iran, Islamic Rep.",0,1,2,3,35,692,IRN,58307457,Barcelona
1992,Iraq,0,0,0,0,0,692,IRQ,18547047,Barcelona
1992,Ireland,1,1,0,2,40,692,IRL,3558430,Barcelona
1992,Isle of Man,0,0,0,0,0,692,IMY,71306,Barcelona
1992,Israel,0,1,1,2,47,692,ISR,5123000,Barcelona
1992,Italy,6,5,8,19,13,692,ITA,56797087,Barcelona
1992,Jamaica,0,3,1,4,29,692,JAM,2423044,Barcelona
1992,Japan,3,8,11,22,11,692,JPN,124229000,Barcelona
1992,Jordan,0,0,0,0,0,692,JOR,3733000,Barcelona
1992,Kazakhstan,0,0,0,0,0,692,KAZ,16439095,Barcelona
1992,Kenya,2,4,2,8,22,692,KEN,25036941,Barcelona
1992,Kiribati,0,0,0,0,0,692,KIR,73434,Barcelona
1992,"Korea, Dem. Rep.",4,0,5,9,21,692,PRK,20838090,Barcelona
1992,"Korea, Rep.",12,5,12,29,7,692,KOR,43663000,Barcelona
1992,Kosovo,0,0,0,0,0,692,KSV,1932000,Barcelona
1992,Kuwait,0,0,0,0,0,692,KWT,0,Barcelona
1992,Kyrgyz Republic,0,0,0,0,0,692,KGZ,4515400,Barcelona
1992,Lao PDR,0,0,0,0,0,692,LAO,4497827,Barcelona
1992,Latvia,0,2,1,3,34,692,LVA,2614338,Barcelona
1992,Lebanon,0,0,0,0,0,692,LBN,2821868,Barcelona
1992,Lesotho,0,0,0,0,0,692,LSO,1660360,Barcelona
1992,Liberia,0,0,0,0,0,692,LBR,2028672,Barcelona
1992,Libya,0,0,0,0,0,692,LBY,4459214,Barcelona
1992,Liechtenstein,0,0,0,0,0,692,LIE,29512,Barcelona
1992,Lithuania,1,0,1,2,43,692,LTU,3700114,Barcelona
1992,Luxembourg,0,0,0,0,0,692,LUX,392175,Barcelona
1992,"Macao SAR, China",0,0,0,0,0,692,MAC,377799,Barcelona
1992,"Macedonia, FYR",0,0,0,0,0,692,MKD,1993080,Barcelona
1992,Madagascar,0,0,0,0,0,692,MDG,12263899,Barcelona
1992,Malawi,0,0,0,0,0,692,MWI,9759434,Barcelona
1992,Malaysia,0,0,1,1,60,692,MYS,19205112,Barcelona
1992,Maldives,0,0,0,0,0,692,MDV,227863,Barcelona
1992,Mali,0,0,0,0,0,692,MLI,8322743,Barcelona
1992,Malta,0,0,0,0,0,692,MLT,361260,Barcelona
1992,Marshall Islands,0,0,0,0,0,692,MHL,49382,Barcelona
1992,Mauritania,0,0,0,0,0,692,MRT,2140957,Barcelona
1992,Mauritius,0,0,0,0,0,692,MUS,1084441,Barcelona
1992,Mexico,0,1,0,1,52,692,MEX,89757916,Barcelona
1992,"Micronesia, Fed. Sts.",0,0,0,0,0,692,FSM,101412,Barcelona
1992,Moldova,0,0,0,0,0,692,MDA,3709000,Barcelona
1992,Monaco,0,0,0,0,0,692,MCO,29864,Barcelona
1992,Mongolia,0,0,2,2,49,692,MNG,2243525,Barcelona
1992,Montenegro,0,0,0,0,0,692,MNE,616630,Barcelona
1992,Morocco,1,1,1,3,32,692,MAR,25569662,Barcelona
1992,Mozambique,0,0,0,0,0,692,MOZ,14350459,Barcelona
1992,Myanmar,0,0,0,0,0,692,MMR,43422423,Barcelona
1992,Namibia,0,2,0,2,45,692,NAM,1513689,Barcelona
1992,Nepal,0,0,0,0,0,692,NPL,19050879,Barcelona
1992,Netherlands,2,6,7,15,18,692,NLD,15184166,Barcelona
1992,New Caledonia,0,0,0,0,0,692,NCL,176724,Barcelona
1992,New Zealand,1,4,5,10,20,692,NZL,3531700,Barcelona
1992,Nicaragua,0,0,0,0,0,692,NIC,4342319,Barcelona
1992,Niger,0,0,0,0,0,692,NER,8270248,Barcelona
1992,Nigeria,0,3,1,4,30,692,NGA,100592242,Barcelona
1992,Northern Mariana Islands,0,0,0,0,0,692,MNP,49429,Barcelona
1992,Norway,2,4,1,7,24,692,NOR,4286401,Barcelona
1992,Oman,0,0,0,0,0,692,OMN,1965586,Barcelona
1992,Pakistan,0,0,1,1,59,692,PAK,117291344,Barcelona
1992,Palau,0,0,0,0,0,692,PLW,15894,Barcelona
1992,Panama,0,0,0,0,0,692,PAN,2592117,Barcelona
1992,Papua New Guinea,0,0,0,0,0,692,PNG,4369087,Barcelona
1992,Paraguay,0,0,0,0,0,692,PRY,4470934,Barcelona
1992,Peru,0,1,0,1,53,692,PER,22649612,Barcelona
1992,Philippines,0,0,1,1,55,692,PHL,64996507,Barcelona
1992,Poland,3,6,10,19,14,692,POL,38363667,Barcelona
1992,Portugal,0,0,0,0,0,692,PRT,9969953,Barcelona
1992,Puerto Rico,0,0,1,1,56,692,PRI,3585176,Barcelona
1992,Qatar,0,0,1,1,62,692,QAT,489606,Barcelona
1992,Romania,4,6,8,18,16,692,ROM,22794284,Barcelona
1992,Russia,0,0,0,0,0,692,RUS,148689000,Barcelona
1992,Rwanda,0,0,0,0,0,692,RWA,6545100,Barcelona
1992,Samoa,0,0,0,0,0,692,WSM,165568,Barcelona
1992,San Marino,0,0,0,0,0,692,SMR,24766,Barcelona
1992,Sao Tome and Principe,0,0,0,0,0,692,STP,122929,Barcelona
1992,Saudi Arabia,0,0,0,0,0,692,SAU,17263613,Barcelona
1992,Senegal,0,0,0,0,0,692,SEN,7990968,Barcelona
1992,Serbia,0,0,0,0,0,692,SRB,7646424,Barcelona
1992,Seychelles,0,0,0,0,0,692,SYC,71657,Barcelona
1992,Sierra Leone,0,0,0,0,0,692,SLE,4031730,Barcelona
1992,Singapore,0,0,0,0,0,692,SGP,3230700,Barcelona
1992,Sint Maarten (Dutch part),0,0,0,0,0,692,SXM,0,Barcelona
1992,Slovak Republic,0,0,0,0,0,692,SVK,5305016,Barcelona
1992,Slovenia,0,0,2,2,48,692,SVN,1996498,Barcelona
1992,Solomon Islands,0,0,0,0,0,692,SLB,329984,Barcelona
1992,Somalia,0,0,0,0,0,692,SOM,6294017,Barcelona
1992,South Africa,0,2,0,2,44,692,ZAF,36690739,Barcelona
1992,South Sudan,0,0,0,0,0,692,SSD,5588959,Barcelona
1992,Spain,13,7,2,22,10,692,ESP,39067745,Barcelona
1992,Sri Lanka,0,0,0,0,0,692,LKA,17426000,Barcelona
1992,St. Kitts and Nevis,0,0,0,0,0,692,KNA,41360,Barcelona
1992,St. Lucia,0,0,0,0,0,692,LCA,141934,Barcelona
1992,St. Martin (French part),0,0,0,0,0,692,MAF,32892,Barcelona
1992,St. Vincent and the Grenadines,0,0,0,0,0,692,VCT,108001,Barcelona
1992,Sudan,0,0,0,0,0,692,SDN,21771781,Barcelona
1992,Suriname,0,0,1,1,54,692,SUR,418700,Barcelona
1992,Swaziland,0,0,0,0,0,692,SWZ,907947,Barcelona
1992,Sweden,1,7,4,12,19,692,SWE,8668067,Barcelona
1992,Switzerland,1,0,0,1,50,692,CHE,6875364,Barcelona
1992,Syrian Arab Republic,0,0,0,0,0,692,SYR,13187960,Barcelona
1992,Tajikistan,0,0,0,0,0,692,TJK,5523207,Barcelona
1992,Tanzania,0,0,0,0,0,692,TZA,27236099,Barcelona
1992,Thailand,0,0,1,1,57,692,THA,57661001,Barcelona
1992,Timor-Leste,0,0,0,0,0,692,TMP,804803,Barcelona
1992,Togo,0,0,0,0,0,692,TGO,3985364,Barcelona
1992,Tonga,0,0,0,0,0,692,TON,95443,Barcelona
1992,Trinidad and Tobago,0,0,0,0,0,692,TTO,1237486,Barcelona
1992,Tunisia,0,0,0,0,0,692,TUN,8489900,Barcelona
1992,Turkey,2,2,2,6,25,692,TUR,55815175,Barcelona
1992,Turkmenistan,0,0,0,0,0,692,TKM,3881973,Barcelona
1992,Turks and Caicos Islands,0,0,0,0,0,692,TCA,12970,Barcelona
1992,Tuvalu,0,0,0,0,0,692,TUV,9103,Barcelona
1992,Uganda,0,0,0,0,0,692,UGA,18788440,Barcelona
1992,Ukraine,0,0,0,0,0,692,UKR,52150266,Barcelona
1992,United Arab Emirates,0,0,0,0,0,692,ARE,2012977,Barcelona
1992,England,5,3,12,20,12,692,GBR,57580402,Barcelona
1992,United States,37,34,37,108,2,692,USA,256514000,Barcelona
1992,Uruguay,0,0,0,0,0,692,URY,3154657,Barcelona
1992,Uzbekistan,0,0,0,0,0,692,UZB,21449000,Barcelona
1992,Vanuatu,0,0,0,0,0,692,VUT,155242,Barcelona
1992,"Venezuela, RB",0,0,0,0,0,692,VEN,20691641,Barcelona
1992,Vietnam,0,0,0,0,0,692,VNM,68450100,Barcelona
1992,Virgin Islands (U.S.),0,0,0,0,0,692,VIR,105711,Barcelona
1992,West Bank and Gaza,0,0,0,0,0,692,WBG,2163591,Barcelona
1992,"Yemen, Rep.",0,0,0,0,0,692,YEM,13040955,Barcelona
