Year,Country,Gold,Silver,Bronze,Total,Rank,NumMedals,Country Code,Pop,locCity
1972,Grenada,0,0,0,0,0,382,GRD,93937,Munchen
1972,Guam,0,0,0,0,0,382,GUM,87585,Munchen
1972,Guatemala,0,0,0,0,0,382,GTM,5719315,Munchen
1972,Guinea,0,0,0,0,0,382,GIN,4285526,Munchen
1972,Guinea-Bissau,0,0,0,0,0,382,GNB,718837,Munchen
1972,Guyana,0,0,0,0,0,382,GUY,735896,Munchen
1972,Haiti,0,0,0,0,0,382,HTI,4880740,Munchen
1972,Honduras,0,0,0,0,0,382,HND,2845261,Munchen
1972,"Hong Kong SAR, China",0,0,0,0,0,382,HKG,4123600,Munchen
1972,Hungary,6,13,16,35,5,382,HUN,10398489,Munchen
1972,Iceland,0,0,0,0,0,382,ISL,209137,Munchen
1972,India,0,0,1,1,47,382,IND,580798773,Munchen
1972,Indonesia,0,0,0,0,0,382,IDN,119974444,Munchen
1972,"Iran, Islamic Rep.",0,2,1,3,26,382,IRN,30184173,Munchen
1972,Iraq,0,0,0,0,0,382,IRQ,10599846,Munchen
1972,Ireland,0,0,0,0,0,382,IRL,3036850,Munchen
1972,Isle of Man,0,0,0,0,0,382,IMY,58563,Munchen
1972,Israel,0,0,0,0,0,382,ISR,3148000,Munchen
1972,Italy,5,3,10,18,9,382,ITA,54381345,Munchen
1972,Jamaica,0,0,1,1,48,382,JAM,1925162,Munchen
1972,Japan,13,8,8,29,6,382,JPN,107188000,Munchen
1972,Jordan,0,0,0,0,0,382,JOR,1633558,Munchen
1972,Kazakhstan,0,0,0,0,0,382,KAZ,13540301,Munchen
1972,Kenya,2,3,4,9,15,382,KEN,12083159,Munchen
1972,Kiribati,0,0,0,0,0,382,KIR,45731,Munchen
1972,"Korea, Dem. Rep.",1,1,3,5,21,382,PRK,15214618,Munchen
1972,"Korea, Rep.",0,1,0,1,35,382,KOR,33265648,Munchen
1972,Kosovo,0,0,0,0,0,382,KSV,1278000,Munchen
1972,Kuwait,0,0,0,0,0,382,KWT,867326,Munchen
1972,Kyrgyz Republic,0,0,0,0,0,382,KGZ,3088200,Munchen
1972,Lao PDR,0,0,0,0,0,382,LAO,2836932,Munchen
1972,Latvia,0,0,0,0,0,382,LVA,2395674,Munchen
1972,Lebanon,0,1,0,1,37,382,LBN,2416743,Munchen
1972,Lesotho,0,0,0,0,0,382,LSO,1075281,Munchen
1972,Liberia,0,0,0,0,0,382,LBR,1497356,Munchen
1972,Libya,0,0,0,0,0,382,LBY,2247280,Munchen
1972,Liechtenstein,0,0,0,0,0,382,LIE,22153,Munchen
1972,Lithuania,0,0,0,0,0,382,LTU,3213622,Munchen
1972,Luxembourg,0,0,0,0,0,382,LUX,346600,Munchen
1972,"Macao SAR, China",0,0,0,0,0,382,MAC,254282,Munchen
1972,"Macedonia, FYR",2,1,2,5,20,382,MKD,1723445,Munchen
1972,Madagascar,0,0,0,0,0,382,MDG,6952383,Munchen
1972,Malawi,0,0,0,0,0,382,MWI,4812216,Munchen
1972,Malaysia,0,0,0,0,0,382,MYS,11460080,Munchen
1972,Maldives,0,0,0,0,0,382,MDV,121593,Munchen
1972,Mali,0,0,0,0,0,382,MLI,5893113,Munchen
1972,Malta,0,0,0,0,0,382,MLT,302450,Munchen
1972,Marshall Islands,0,0,0,0,0,382,MHL,22340,Munchen
1972,Mauritania,0,0,0,0,0,382,MRT,1217914,Munchen
1972,Mauritius,0,0,0,0,0,382,MUS,852053,Munchen
1972,Mexico,0,1,0,1,36,382,MEX,56395803,Munchen
1972,"Micronesia, Fed. Sts.",0,0,0,0,0,382,FSM,62298,Munchen
1972,Moldova,0,0,0,0,0,382,MDA,3132000,Munchen
1972,Monaco,0,0,0,0,0,382,MCO,24052,Munchen
1972,Mongolia,0,1,0,1,42,382,MNG,1356666,Munchen
1972,Montenegro,0,0,0,0,0,382,MNE,540724,Munchen
1972,Morocco,0,0,0,0,0,382,MAR,16611970,Munchen
1972,Mozambique,0,0,0,0,0,382,MOZ,9882718,Munchen
1972,Myanmar,0,0,0,0,0,382,MMR,28517301,Munchen
1972,Namibia,0,0,0,0,0,382,NAM,829806,Munchen
1972,Nepal,0,0,0,0,0,382,NPL,12060891,Munchen
1972,Netherlands,3,1,1,5,19,382,NLD,13328593,Munchen
1972,New Caledonia,0,0,0,0,0,382,NCL,119138,Munchen
1972,New Zealand,1,1,1,3,24,382,NZL,2903900,Munchen
1972,Nicaragua,0,0,0,0,0,382,NIC,2551425,Munchen
1972,Niger,0,0,1,1,44,382,NER,4664739,Munchen
1972,Nigeria,0,0,1,1,46,382,NGA,58829321,Munchen
1972,Northern Mariana Islands,0,0,0,0,0,382,MNP,14142,Munchen
1972,Norway,2,1,1,4,23,382,NOR,3933004,Munchen
1972,Oman,0,0,0,0,0,382,OMN,776379,Munchen
1972,Pakistan,0,1,0,1,38,382,PAK,62532284,Munchen
1972,Palau,0,0,0,0,0,382,PLW,11853,Munchen
1972,Panama,0,0,0,0,0,382,PAN,1614985,Munchen
1972,Papua New Guinea,0,0,0,0,0,382,PNG,2576093,Munchen
1972,Paraguay,0,0,0,0,0,382,PRY,2608887,Munchen
1972,Peru,0,0,0,0,0,382,PER,13953601,Munchen
1972,Philippines,0,0,0,0,0,382,PHL,37926125,Munchen
1972,Poland,7,5,9,21,7,382,POL,33055650,Munchen
1972,Portugal,0,0,0,0,0,382,PRT,8630430,Munchen
1972,Puerto Rico,0,0,0,0,0,382,PRI,2817256,Munchen
1972,Qatar,0,0,0,0,0,382,QAT,130390,Munchen
1972,Romania,3,6,7,16,13,382,ROM,20657957,Munchen
1972,Russia,0,0,0,0,0,382,RUS,131909342,Munchen
1972,Rwanda,0,0,0,0,0,382,RWA,3983659,Munchen
1972,Samoa,0,0,0,0,0,382,WSM,147323,Munchen
1972,San Marino,0,0,0,0,0,382,SMR,19394,Munchen
1972,Sao Tome and Principe,0,0,0,0,0,382,STP,77543,Munchen
1972,Saudi Arabia,0,0,0,0,0,382,SAU,6342159,Munchen
1972,Senegal,0,0,0,0,0,382,SEN,4485775,Munchen
1972,Serbia,0,0,0,0,0,382,SRB,0,Munchen
1972,Seychelles,0,0,0,0,0,382,SYC,56068,Munchen
1972,Sierra Leone,0,0,0,0,0,382,SLE,2637861,Munchen
1972,Singapore,0,0,0,0,0,382,SGP,2152000,Munchen
1972,Sint Maarten (Dutch part),0,0,0,0,0,382,SXM,0,Munchen
1972,Slovak Republic,0,0,0,0,0,382,SVK,4596622,Munchen
1972,Slovenia,0,0,0,0,0,382,SVN,1752233,Munchen
1972,Solomon Islands,0,0,0,0,0,382,SLB,172599,Munchen
1972,Somalia,0,0,0,0,0,382,SOM,3490295,Munchen
1972,South Africa,0,0,0,0,0,382,ZAF,23126276,Munchen
1972,South Sudan,0,0,0,0,0,382,SSD,3823781,Munchen
1972,Spain,0,0,1,1,43,382,ESP,34502705,Munchen
1972,Sri Lanka,0,0,0,0,0,382,LKA,12861000,Munchen
1972,St. Kitts and Nevis,0,0,0,0,0,382,KNA,44328,Munchen
1972,St. Lucia,0,0,0,0,0,382,LCA,106458,Munchen
1972,St. Martin (French part),0,0,0,0,0,382,MAF,5756,Munchen
1972,St. Vincent and the Grenadines,0,0,0,0,0,382,VCT,92465,Munchen
1972,Sudan,0,0,0,0,0,382,SDN,10918137,Munchen
1972,Suriname,0,0,0,0,0,382,SUR,372614,Munchen
1972,Swaziland,0,0,0,0,0,382,SWZ,472337,Munchen
1972,Sweden,4,6,6,16,12,382,SWE,8122300,Munchen
1972,Switzerland,0,3,0,3,25,382,CHE,6260956,Munchen
1972,Syrian Arab Republic,0,0,0,0,0,382,SYR,6828765,Munchen
1972,Tajikistan,0,0,0,0,0,382,TJK,3112041,Munchen
1972,Tanzania,0,0,0,0,0,382,TZA,14504939,Munchen
1972,Thailand,0,0,0,0,0,382,THA,39057780,Munchen
1972,Timor-Leste,0,0,0,0,0,382,TMP,637603,Munchen
1972,Togo,0,0,0,0,0,382,TGO,2247575,Munchen
1972,Tonga,0,0,0,0,0,382,TON,86349,Munchen
1972,Trinidad and Tobago,0,0,0,0,0,382,TTO,968742,Munchen
1972,Tunisia,0,1,0,1,39,382,TUN,5294325,Munchen
1972,Turkey,0,1,0,1,41,382,TUR,36475356,Munchen
1972,Turkmenistan,0,0,0,0,0,382,TKM,2318070,Munchen
1972,Turks and Caicos Islands,0,0,0,0,0,382,TCA,5924,Munchen
1972,Tuvalu,0,0,0,0,0,382,TUV,7459,Munchen
1972,Uganda,1,1,0,2,29,382,UGA,9988441,Munchen
1972,Ukraine,0,0,0,0,0,382,UKR,47782683,Munchen
1972,United Arab Emirates,0,0,0,0,0,382,ARE,322439,Munchen
1972,England,4,5,9,18,10,382,GBR,56086065,Munchen
1972,United States,33,31,30,94,2,382,USA,209896000,Munchen
1972,Uruguay,0,0,0,0,0,382,URY,2821645,Munchen
1972,Uzbekistan,0,0,0,0,0,382,UZB,12753995,Munchen
1972,Vanuatu,0,0,0,0,0,382,VUT,90824,Munchen
1972,"Venezuela, RB",0,0,0,0,0,382,VEN,11478612,Munchen
1972,Vietnam,0,0,0,0,0,382,VNM,44758083,Munchen
1972,Virgin Islands (U.S.),0,0,0,0,0,382,VIR,76000,Munchen
1972,West Bank and Gaza,0,0,0,0,0,382,WBG,0,Munchen
1972,"Yemen, Rep.",0,0,0,0,0,382,YEM,6290197,Munchen
1972,Zambia,0,0,0,0,0,382,ZMB,4482567,Munchen
1972,Zimbabwe,0,0,0,0,0,382,ZWE,5573282,Munchen
1976,Afghanistan,0,0,0,0,0,343,AFG,12806810,Montreal
1976,Albania,0,0,0,0,0,343,ALB,2486256,Montreal
1976,Algeria,0,0,0,0,0,343,DZA,17311457,Montreal
1976,American Samoa,0,0,0,0,0,343,ASM,30325,Montreal
1976,Andorra,0,0,0,0,0,343,ADO,31781,Montreal
1976,Angola,0,0,0,0,0,343,AGO,6808733,Montreal
1976,Antigua and Barbuda,0,0,0,0,0,343,ATG,69782,Montreal
1976,Argentina,0,0,0,0,0,343,ARG,26483835,Montreal
1976,Armenia,0,0,0,0,0,343,ARM,2882831,Montreal
1976,Aruba,0,0,0,0,0,343,ABW,60589,Montreal
1976,Australia,0,1,4,5,22,343,AUS,14033000,Montreal
1976,Austria,0,0,1,1,41,343,AUT,7565525,Montreal
1976,Azerbaijan,0,0,0,0,0,343,AZE,5789050,Montreal
1976,"Bahamas, The",0,0,0,0,0,343,BHS,192905,Montreal
1976,Bahrain,0,0,0,0,0,343,BHR,283843,Montreal
1976,Bangladesh,0,0,0,0,0,343,BGD,73944664,Montreal
1976,Barbados,0,0,0,0,0,343,BRB,246536,Montreal
1976,Belarus,0,0,0,0,0,343,BLR,9411000,Montreal
1976,Belgium,0,3,3,6,19,343,BEL,9818227,Montreal
1976,Belize,0,0,0,0,0,343,BLZ,135145,Montreal
1976,Benin,0,0,0,0,0,343,BEN,3345501,Montreal
1976,Bermuda,0,0,1,1,39,343,BMU,53200,Montreal
1976,Bhutan,0,0,0,0,0,343,BTN,362006,Montreal
1976,Bolivia,0,0,0,0,0,343,BOL,4884284,Montreal
1976,Bosnia and Herzegovina,0,0,0,0,0,343,BIH,3958587,Montreal
1976,Botswana,0,0,0,0,0,343,BWA,854746,Montreal
1976,Brazil,0,0,2,2,33,343,BRA,110808302,Montreal
1976,Brunei Darussalam,0,0,0,0,0,343,BRN,167275,Montreal
1976,Bulgaria,6,9,7,22,8,343,BGR,8758599,Montreal
1976,Burkina Faso,0,0,0,0,0,343,BFA,6274037,Montreal
1976,Burundi,0,0,0,0,0,343,BDI,3744678,Montreal
1976,Cambodia,0,0,0,0,0,343,KHM,7430726,Montreal
1976,Cameroon,0,0,0,0,0,343,CMR,7959500,Montreal
1976,Canada,0,5,6,11,13,343,CAN,23518000,Montreal
1976,Cape Verde,0,0,0,0,0,343,CPV,312516,Montreal
1976,Cayman Islands,0,0,0,0,0,343,CYM,13020,Montreal
1976,Central African Republic,0,0,0,0,0,343,CAF,2061620,Montreal
1976,Chad,0,0,0,0,0,343,TCD,4173072,Montreal
1976,Channel Islands,0,0,0,0,0,343,CHI,126906,Montreal
1976,Chile,0,0,0,0,0,343,CHL,10580399,Montreal
1976,China,0,0,0,0,0,343,CHN,930685000,Montreal
1976,Colombia,0,0,0,0,0,343,COL,24557647,Montreal
1976,Comoros,0,0,0,0,0,343,COM,269912,Montreal
1976,"Congo, Dem. Rep.",0,0,0,0,0,343,ZAR,23554958,Montreal
1976,"Congo, Rep.",0,0,0,0,0,343,COG,1600295,Montreal
1976,Costa Rica,0,0,0,0,0,343,CRI,2105377,Montreal
1976,Cote d'Ivoire,0,0,0,0,0,343,CIV,6916167,Montreal
1976,Croatia,0,0,0,0,0,343,HRV,4530000,Montreal
1976,Cuba,6,4,3,13,10,343,CUB,9543798,Montreal
1976,Curacao,0,0,0,0,0,343,CUW,0,Montreal
1976,Cyprus,0,0,0,0,0,343,CYP,657526,Montreal
1976,Czech Republic,0,0,0,0,0,343,CZE,10125939,Montreal
1976,Denmark,1,0,2,3,25,343,DNK,5072596,Montreal
1976,Djibouti,0,0,0,0,0,343,DJI,248710,Montreal
1976,Dominica,0,0,0,0,0,343,DMA,72648,Montreal
1976,Dominican Republic,0,0,0,0,0,343,DOM,5298530,Montreal
1976,Ecuador,0,0,0,0,0,343,ECU,7119087,Montreal
1976,"Egypt, Arab Rep.",0,0,0,0,0,343,EGY,41212513,Montreal
1976,El Salvador,0,0,0,0,0,343,SLV,4324952,Montreal
1976,Equatorial Guinea,0,0,0,0,0,343,GNQ,228527,Montreal
1976,Eritrea,0,0,0,0,0,343,ERI,2120634,Montreal
1976,Estonia,0,0,0,0,0,343,EST,1439576,Montreal
1976,Ethiopia,0,0,0,0,0,343,ETH,33145955,Montreal
1976,Faeroe Islands,0,0,0,0,0,343,FRO,40974,Montreal
1976,Fiji,0,0,0,0,0,343,FJI,587522,Montreal
1976,Finland,4,2,0,6,17,343,FIN,4725664,Montreal
1976,France,2,3,4,9,14,343,FRA,54328016,Montreal
1976,French Polynesia,0,0,0,0,0,343,PYF,134743,Montreal
1976,Gabon,0,0,0,0,0,343,GAB,662036,Montreal
1976,"Gambia, The",0,0,0,0,0,343,GMB,536409,Montreal
1976,Georgia,0,0,0,0,0,343,GEO,4342400,Montreal
1976,Germany,0,0,0,0,0,343,DEU,78336950,Montreal
1976,Ghana,0,0,0,0,0,343,GHA,10023738,Montreal
1976,Greece,0,0,0,0,0,343,GRC,9188150,Montreal
1976,Greenland,0,0,0,0,0,343,GRL,49700,Montreal
1976,Grenada,0,0,0,0,0,343,GRD,91435,Montreal
1976,Guam,0,0,0,0,0,343,GUM,95386,Montreal
1976,Guatemala,0,0,0,0,0,343,GTM,6352074,Montreal
1976,Guinea,0,0,0,0,0,343,GIN,4366830,Montreal
1976,Guinea-Bissau,0,0,0,0,0,343,GNB,789452,Montreal
1976,Guyana,0,0,0,0,0,343,GUY,755241,Montreal
1976,Haiti,0,0,0,0,0,343,HTI,5241510,Montreal
1976,Honduras,0,0,0,0,0,343,HND,3204880,Montreal
1976,"Hong Kong SAR, China",0,0,0,0,0,343,HKG,4518000,Montreal
1976,Hungary,4,5,13,22,9,343,HUN,10598677,Montreal
1976,Iceland,0,0,0,0,0,343,ISL,220154,Montreal
1976,India,0,0,0,0,0,343,IND,636883717,Montreal
1976,Indonesia,0,0,0,0,0,343,IDN,132385413,Montreal
1976,"Iran, Islamic Rep.",0,1,1,2,32,343,IRN,33901414,Montreal
1976,Iraq,0,0,0,0,0,343,IRQ,12068300,Montreal
1976,Ireland,0,0,0,0,0,343,IRL,3238050,Montreal
1976,Isle of Man,0,0,0,0,0,343,IMY,61900,Montreal
1976,Israel,0,0,0,0,0,343,ISR,3533000,Montreal
1976,Italy,2,7,4,13,12,343,ITA,55718260,Montreal
1976,Jamaica,1,1,0,2,27,343,JAM,2037716,Montreal
1976,Japan,9,6,10,25,7,343,JPN,112771000,Montreal
1976,Jordan,0,0,0,0,0,343,JOR,1876274,Montreal
1976,Kazakhstan,0,0,0,0,0,343,KAZ,14281735,Montreal
1976,Kenya,0,0,0,0,0,343,KEN,13995996,Montreal
1976,Kiribati,0,0,0,0,0,343,KIR,49466,Montreal
1976,"Korea, Dem. Rep.",1,1,0,2,26,343,PRK,16539033,Montreal
1976,"Korea, Rep.",1,1,4,6,18,343,KOR,35849000,Montreal
1976,Kosovo,0,0,0,0,0,343,KSV,1400000,Montreal
1976,Kuwait,0,0,0,0,0,343,KWT,1112107,Montreal
1976,Kyrgyz Republic,0,0,0,0,0,343,KGZ,3358700,Montreal
1976,Lao PDR,0,0,0,0,0,343,LAO,3093537,Montreal
1976,Latvia,0,0,0,0,0,343,LVA,2470989,Montreal
1976,Lebanon,0,0,0,0,0,343,LBN,2598362,Montreal
1976,Lesotho,0,0,0,0,0,343,LSO,1177975,Montreal
1976,Liberia,0,0,0,0,0,343,LBR,1676016,Montreal
1976,Libya,0,0,0,0,0,343,LBY,2632823,Montreal
1976,Liechtenstein,0,0,0,0,0,343,LIE,23926,Montreal
1976,Lithuania,0,0,0,0,0,343,LTU,3328664,Montreal
1976,Luxembourg,0,0,0,0,0,343,LUX,360731,Montreal
1976,"Macao SAR, China",0,0,0,0,0,343,MAC,245915,Montreal
1976,"Macedonia, FYR",2,3,3,8,15,343,MKD,1795556,Montreal
1976,Madagascar,0,0,0,0,0,343,MDG,7799642,Montreal
1976,Malawi,0,0,0,0,0,343,MWI,5478781,Montreal
1976,Malaysia,0,0,0,0,0,343,MYS,12599655,Montreal
1976,Maldives,0,0,0,0,0,343,MDV,137965,Montreal
1976,Mali,0,0,0,0,0,343,MLI,6293218,Montreal
1976,Malta,0,0,0,0,0,343,MLT,305774,Montreal
1976,Marshall Islands,0,0,0,0,0,343,MHL,26549,Montreal
1976,Mauritania,0,0,0,0,0,343,MRT,1367629,Montreal
1976,Mauritius,0,0,0,0,0,343,MUS,906507,Montreal
1976,Mexico,1,0,1,2,29,343,MEX,63486196,Montreal
1976,"Micronesia, Fed. Sts.",0,0,0,0,0,343,FSM,64386,Montreal
1976,Moldova,0,0,0,0,0,343,MDA,3284000,Montreal
1976,Monaco,0,0,0,0,0,343,MCO,25521,Montreal
1976,Mongolia,0,1,0,1,36,343,MNG,1520864,Montreal
1976,Montenegro,0,0,0,0,0,343,MNE,559690,Montreal
1976,Morocco,0,0,0,0,0,343,MAR,18074081,Montreal
1976,Mozambique,0,0,0,0,0,343,MOZ,10908161,Montreal
1976,Myanmar,0,0,0,0,0,343,MMR,31379211,Montreal
1976,Namibia,0,0,0,0,0,343,NAM,928228,Montreal
1976,Nepal,0,0,0,0,0,343,NPL,13156441,Montreal
1976,Netherlands,0,2,3,5,21,343,NLD,13774037,Montreal
1976,New Caledonia,0,0,0,0,0,343,NCL,136203,Montreal
1976,New Zealand,2,1,1,4,23,343,NZL,3110500,Montreal
1976,Nicaragua,0,0,0,0,0,343,NIC,2885281,Montreal
1976,Niger,0,0,0,0,0,343,NER,5214731,Montreal
1976,Nigeria,0,0,0,0,0,343,NGA,65426979,Montreal
1976,Northern Mariana Islands,0,0,0,0,0,343,MNP,15316,Montreal
1976,Norway,1,1,0,2,28,343,NOR,4026152,Montreal
1976,Oman,0,0,0,0,0,343,OMN,927433,Montreal
1976,Pakistan,0,0,1,1,40,343,PAK,70268556,Montreal
1976,Palau,0,0,0,0,0,343,PLW,12284,Montreal
1976,Panama,0,0,0,0,0,343,PAN,1800516,Montreal
1976,Papua New Guinea,0,0,0,0,0,343,PNG,2888510,Montreal
1976,Paraguay,0,0,0,0,0,343,PRY,2876352,Montreal
1976,Peru,0,0,0,0,0,343,PER,15585924,Montreal
1976,Philippines,0,0,0,0,0,343,PHL,42462461,Montreal
1976,Poland,7,6,13,26,6,343,POL,34356300,Montreal
1976,Portugal,0,2,0,2,31,343,PRT,9355810,Montreal
1976,Puerto Rico,0,0,1,1,38,343,PRI,3043854,Montreal
1976,Qatar,0,0,0,0,0,343,QAT,173786,Montreal
1976,Romania,4,9,14,27,5,343,ROM,21551634,Montreal
1976,Russia,0,0,0,0,0,343,RUS,135146686,Montreal
1976,Rwanda,0,0,0,0,0,343,RWA,4499767,Montreal
1976,Samoa,0,0,0,0,0,343,WSM,152390,Montreal
1976,San Marino,0,0,0,0,0,343,SMR,19986,Montreal
1976,Sao Tome and Principe,0,0,0,0,0,343,STP,84874,Montreal
1976,Saudi Arabia,0,0,0,0,0,343,SAU,7790588,Montreal
1976,Senegal,0,0,0,0,0,343,SEN,5032394,Montreal
1976,Serbia,0,0,0,0,0,343,SRB,0,Montreal
1976,Seychelles,0,0,0,0,0,343,SYC,60704,Montreal
1976,Sierra Leone,0,0,0,0,0,343,SLE,2887735,Montreal
1976,Singapore,0,0,0,0,0,343,SGP,2293000,Montreal
1976,Sint Maarten (Dutch part),0,0,0,0,0,343,SXM,0,Montreal
1976,Slovak Republic,0,0,0,0,0,343,SVK,4789507,Montreal
1976,Slovenia,0,0,0,0,0,343,SVN,1820249,Montreal
1976,Solomon Islands,0,0,0,0,0,343,SLB,200642,Montreal
1976,Somalia,0,0,0,0,0,343,SOM,4259636,Montreal
1976,South Africa,0,0,0,0,0,343,ZAF,25268094,Montreal
1976,South Sudan,0,0,0,0,0,343,SSD,4222557,Montreal
1976,Spain,0,2,0,2,30,343,ESP,35939437,Montreal
1976,Sri Lanka,0,0,0,0,0,343,LKA,13717000,Montreal
1976,St. Kitts and Nevis,0,0,0,0,0,343,KNA,44142,Montreal
1976,St. Lucia,0,0,0,0,0,343,LCA,111211,Montreal
1976,St. Martin (French part),0,0,0,0,0,343,MAF,6530,Montreal
1976,St. Vincent and the Grenadines,0,0,0,0,0,343,VCT,96639,Montreal
1976,Sudan,0,0,0,0,0,343,SDN,12506035,Montreal
1976,Suriname,0,0,0,0,0,343,SUR,363278,Montreal
1976,Swaziland,0,0,0,0,0,343,SWZ,533264,Montreal
1976,Sweden,4,1,0,5,20,343,SWE,8222286,Montreal
1976,Switzerland,1,1,2,4,24,343,CHE,6302504,Montreal
1976,Syrian Arab Republic,0,0,0,0,0,343,SYR,7822610,Montreal
1976,Tajikistan,0,0,0,0,0,343,TJK,3511050,Montreal
1976,Tanzania,0,0,0,0,0,343,TZA,16491793,Montreal
1976,Thailand,0,0,1,1,37,343,THA,43382444,Montreal
1976,Timor-Leste,0,0,0,0,0,343,TMP,652114,Montreal
1976,Togo,0,0,0,0,0,343,TGO,2464459,Montreal
1976,Tonga,0,0,0,0,0,343,TON,89258,Montreal
1976,Trinidad and Tobago,1,0,0,1,34,343,TTO,1025655,Montreal
1976,Tunisia,0,0,0,0,0,343,TUN,5742339,Montreal
1976,Turkey,0,0,0,0,0,343,TUR,40100696,Montreal
1976,Turkmenistan,0,0,0,0,0,343,TKM,2587417,Montreal
1976,Turks and Caicos Islands,0,0,0,0,0,343,TCA,6723,Montreal
1976,Tuvalu,0,0,0,0,0,343,TUV,7752,Montreal
1976,Uganda,0,0,0,0,0,343,UGA,11139632,Montreal
1976,Ukraine,0,0,0,0,0,343,UKR,49036548,Montreal
1976,United Arab Emirates,0,0,0,0,0,343,ARE,623450,Montreal
1976,England,3,5,5,13,11,343,GBR,56211968,Montreal
1976,United States,34,35,25,94,2,343,USA,218035000,Montreal
1976,Uruguay,0,0,0,0,0,343,URY,2841603,Montreal
1976,Uzbekistan,0,0,0,0,0,343,UZB,14386952,Montreal
1976,Vanuatu,0,0,0,0,0,343,VUT,103024,Montreal
1976,"Venezuela, RB",0,1,0,1,35,343,VEN,13196169,Montreal
1976,Vietnam,0,0,0,0,0,343,VNM,49157643,Montreal
1976,Virgin Islands (U.S.),0,0,0,0,0,343,VIR,96000,Montreal
1976,West Bank and Gaza,0,0,0,0,0,343,WBG,0,Montreal
1976,"Yemen, Rep.",0,0,0,0,0,343,YEM,6866630,Montreal
1976,Zambia,0,0,0,0,0,343,ZMB,5131916,Montreal
1976,Zimbabwe,0,0,0,0,0,343,ZWE,6373946,Montreal
1980,Afghanistan,0,0,0,0,0,287,AFG,13180431,Moskva
1980,Albania,0,0,0,0,0,287,ALB,2734776,Moskva
1980,Algeria,0,0,0,0,0,287,DZA,19475204,Moskva
1980,American Samoa,0,0,0,0,0,287,ASM,32456,Moskva
1980,Andorra,0,0,0,0,0,287,ADO,36063,Moskva
1980,Angola,0,0,0,0,0,287,AGO,7637141,Moskva
1980,Antigua and Barbuda,0,0,0,0,0,287,ATG,70301,Moskva
1980,Argentina,0,0,0,0,0,287,ARG,28120135,Moskva
1980,Armenia,0,0,0,0,0,287,ARM,3096298,Moskva
1980,Aruba,0,0,0,0,0,287,ABW,60096,Moskva
1980,Australia,2,2,5,9,14,287,AUS,14692000,Moskva
1980,Austria,1,2,1,4,21,287,AUT,7549433,Moskva
1980,Azerbaijan,0,0,0,0,0,287,AZE,6163990,Moskva
1980,"Bahamas, The",0,0,0,0,0,287,BHS,210660,Moskva
1980,Bahrain,0,0,0,0,0,287,BHR,359902,Moskva
1980,Bangladesh,0,0,0,0,0,287,BGD,82498440,Moskva
1980,Barbados,0,0,0,0,0,287,BRB,248784,Moskva
1980,Belarus,0,0,0,0,0,287,BLR,9643000,Moskva
1980,Belgium,1,0,0,1,30,287,BEL,9859242,Moskva
1980,Belize,0,0,0,0,0,287,BLZ,144151,Moskva
1980,Benin,0,0,0,0,0,287,BEN,3718024,Moskva
1980,Bermuda,0,0,0,0,0,287,BMU,54670,Moskva
1980,Bhutan,0,0,0,0,0,287,BTN,412745,Moskva
1980,Bolivia,0,0,0,0,0,287,BOL,5368901,Moskva
1980,Bosnia and Herzegovina,0,0,0,0,0,287,BIH,4099903,Moskva
1980,Botswana,0,0,0,0,0,287,BWA,997534,Moskva
1980,Brazil,2,0,2,4,19,287,BRA,121740438,Moskva
1980,Brunei Darussalam,0,0,0,0,0,287,BRN,193049,Moskva
1980,Bulgaria,8,16,17,41,3,287,BGR,8861535,Moskva
1980,Burkina Faso,0,0,0,0,0,287,BFA,6822840,Moskva
1980,Burundi,0,0,0,0,0,287,BDI,4126538,Moskva
1980,Cambodia,0,0,0,0,0,287,KHM,6699273,Moskva
1980,Cameroon,0,0,0,0,0,287,CMR,8932121,Moskva
1980,Canada,0,0,0,0,0,287,CAN,24593000,Moskva
1980,Cape Verde,0,0,0,0,0,287,CPV,301591,Moskva
1980,Cayman Islands,0,0,0,0,0,287,CYM,16164,Moskva
1980,Central African Republic,0,0,0,0,0,287,CAF,2274089,Moskva
1980,Chad,0,0,0,0,0,287,TCD,4512758,Moskva
1980,Channel Islands,0,0,0,0,0,287,CHI,128213,Moskva
1980,Chile,0,0,0,0,0,287,CHL,11192384,Moskva
1980,China,0,0,0,0,0,287,CHN,981235000,Moskva
1980,Colombia,0,0,0,0,0,287,COL,26934591,Moskva
1980,Comoros,0,0,0,0,0,287,COM,313598,Moskva
1980,"Congo, Dem. Rep.",0,0,0,0,0,287,ZAR,26357407,Moskva
1980,"Congo, Rep.",0,0,0,0,0,287,COG,1796412,Moskva
1980,Costa Rica,0,0,0,0,0,287,CRI,2348427,Moskva
1980,Cote d'Ivoire,0,0,0,0,0,287,CIV,8265549,Moskva
1980,Croatia,0,0,0,0,0,287,HRV,4588000,Moskva
1980,Cuba,8,7,5,20,8,287,CUB,9835085,Moskva
1980,Curacao,0,0,0,0,0,287,CUW,0,Moskva
1980,Cyprus,0,0,0,0,0,287,CYP,685406,Moskva
1980,Czech Republic,0,0,0,0,0,287,CZE,10304193,Moskva
1980,Denmark,2,1,2,5,17,287,DNK,5123027,Moskva
1980,Djibouti,0,0,0,0,0,287,DJI,359247,Moskva
1980,Dominica,0,0,0,0,0,287,DMA,75313,Moskva
1980,Dominican Republic,0,0,0,0,0,287,DOM,5825715,Moskva
